id_stayGPS,source_address,nm_prsn,stayGPS_start,stayGPS_end,stayGPS_x,stayGPS_y,stayGPS_duration,duration_cat,wifi_count,wifi_sensors,dist_to_nearest_sensor,nearest_sensor,issue
453,c0:a6:00:15:18:ed,P021,2019-10-31T23:41:45Z,2019-10-31T23:51:15Z,398401.012664277,333056.964284895,570,5-10min,0,"",26.5209539645797,sensor_114_inside,No WiFi detection
454,c0:a6:00:15:18:ed,P021,2019-10-31T23:55:30Z,2019-11-01T00:01:45Z,398631.442893502,332911.571118856,375,5-10min,1,sensor_btw_201_102,56.1557284600272,sensor_btw_201_102,Insufficient WiFi (<3 packets)
455,c0:a6:00:15:18:ed,P021,2019-11-03T13:48:21Z,2019-11-03T13:58:41Z,398413.314616952,333021.156583616,620,10-30min,49,"sensor_203_front,sensor_btw_TMB_library,sensor_202_front,sensor_football_field_front",29.826178426328,sensor_203_front,Potentially matchable
456,c0:a6:00:15:18:ed,P021,2019-11-03T14:00:41Z,2019-11-03T14:06:16Z,398450.719413716,333020.705735834,335,5-10min,16,"sensor_203_front,sensor_football_field_front,sensor_btw_201_102",10.2276848140375,sensor_203_front,Potentially matchable
457,c0:a6:00:15:18:ed,P021,2019-11-05T09:00:31Z,2019-11-05T09:05:26Z,398710.038813793,332944.744948772,295,3-5min,61,"sensor_bus_station,sensor_football_field_back,sensor_104_back,sensor_btw_201_102",19.7734995843034,sensor_bus_station,Potentially matchable
458,c0:a6:00:15:18:ed,P021,2019-11-09T16:13:36Z,2019-11-09T16:20:41Z,398699.096052946,332958.68714439,425,5-10min,93,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102,sensor_parking_sport",26.9507248140312,sensor_bus_station,Potentially matchable
459,c0:a6:00:15:18:ed,P021,2019-11-14T09:06:36Z,2019-11-14T09:10:26Z,398708.125931423,332938.725495661,230,3-5min,104,"sensor_btw_201_102,sensor_bus_station,sensor_104_back",14.8404785451908,sensor_bus_station,Potentially matchable
460,c0:a6:00:c2:13:1d,P056,2019-10-25T15:59:28Z,2019-10-25T16:04:03Z,398699.236799738,332953.664211928,275,3-5min,15,"sensor_bus_station,sensor_football_field_back",22.0318828465791,sensor_bus_station,Potentially matchable
461,c0:a6:00:c2:13:1d,P056,2019-10-25T16:05:28Z,2019-10-25T16:20:43Z,398698.324664228,332959.959698891,915,10-30min,24,"sensor_bus_station,sensor_football_field_back",28.1027120293402,sensor_bus_station,Potentially matchable
462,c0:a6:00:c2:13:1d,P056,2019-10-30T11:52:53Z,2019-10-30T12:04:53Z,398711.783929725,332928.95273331,720,10-30min,15,sensor_bus_station,17.2079664985386,sensor_bus_station,Potentially matchable
463,c0:a6:00:c2:13:1d,P056,2019-10-31T18:37:56Z,2019-10-31T18:41:16Z,398470.687785457,333028.647377579,200,3-5min,5,"sensor_203_front,sensor_btw_TMB_library,sensor_football_field_front",25.1047247499134,sensor_203_1st,Potentially matchable
464,c0:a6:00:cb:71:ff,P011,2019-10-24T18:04:39Z,2019-10-24T18:10:24Z,398722.064270678,332923.228821612,345,5-10min,7,sensor_bus_station,28.6044065592845,sensor_bus_station,Potentially matchable
465,c0:a6:00:cb:71:ff,P011,2019-11-04T17:25:10Z,2019-11-04T17:33:10Z,398518.193903031,332854.584548444,480,5-10min,2,"sensor_btw_201_102,sensor_lake",26.4311862384012,sensor_lake,Insufficient WiFi (<3 packets)
466,c0:a6:00:cb:71:ff,P011,2019-11-04T17:40:15Z,2019-11-04T17:45:00Z,398702.205095703,332932.358118547,285,3-5min,12,sensor_bus_station,7.34979383320059,sensor_bus_station,Potentially matchable
467,c0:a6:00:cb:71:ff,P011,2019-11-04T20:23:14Z,2019-11-04T20:34:19Z,398516.15579324,332891.792886567,665,10-30min,3,"sensor_lake,sensor_bridge_main_engineer",49.6253444098895,sensor_lake,Potentially matchable
468,c0:a6:00:cb:71:ff,P011,2019-11-08T18:05:27Z,2019-11-08T18:15:17Z,398697.723669316,332933.268377368,590,5-10min,15,sensor_bus_station,3.10298519336076,sensor_bus_station,Potentially matchable
469,c0:a6:00:cb:71:ff,P011,2019-11-10T18:25:24Z,2019-11-10T18:31:14Z,398705.047366944,332944.011435004,350,5-10min,9,"sensor_bus_station,sensor_football_field_back",15.6949591927517,sensor_bus_station,Potentially matchable
470,c0:a6:00:cb:71:ff,P011,2019-11-12T17:06:25Z,2019-11-12T17:09:55Z,398711.477092114,332928.064777778,210,3-5min,3,sensor_bus_station,17.0923876760741,sensor_bus_station,Potentially matchable
471,c4:61:8b:b7:bc:93,P074,2019-10-29T14:01:02Z,2019-10-29T14:09:32Z,398418.269549935,333050.48958903,510,5-10min,55,"sensor_203_front,sensor_football_field_front,sensor_202_front,sensor_bridge_main_engineer,sensor_btw_TMB_library",39.4307442704281,sensor_114_inside,Potentially matchable
472,c4:61:8b:b7:bc:93,P074,2019-11-11T19:08:11Z,2019-11-11T19:20:01Z,398709.718271009,332928.336613621,710,10-30min,219,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102",15.3195638663751,sensor_bus_station,Potentially matchable
473,c4:93:d9:fc:dc:f8,P075,2019-11-05T20:16:33Z,2019-11-05T20:19:53Z,398519.428054305,332881.088994139,200,3-5min,7,"sensor_bridge_main_engineer,sensor_btw_201_102,sensor_lake",42.5177025384399,sensor_lake,Potentially matchable
474,d0:7f:a0:fd:aa:cd,P066,2019-10-28T17:09:38Z,2019-10-28T17:21:23Z,398326.880607906,333252.223908189,705,10-30min,469,"sensor_cafeteria_dorm_side,sensor_dorm_front,sensor_parking_dorm,sensor_TMB_back,sensor_gym_front,sensor_football_field_front,sensor_btw_TMB_library",10.0845734250308,sensor_dorm_front,Potentially matchable
475,d0:7f:a0:fd:aa:cd,P066,2019-10-29T22:36:44Z,2019-10-29T22:43:04Z,398438.769521892,333019.454612517,380,5-10min,7,sensor_203_front,5.99766864016777,sensor_203_front,Potentially matchable
476,d0:7f:a0:fd:aa:cd,P066,2019-10-31T20:57:55Z,2019-10-31T21:03:45Z,398473.775629478,333026.997055938,350,5-10min,5,"sensor_203_front,sensor_btw_TMB_library",23.0971217661477,sensor_203_2nd,Potentially matchable
477,d0:7f:a0:fd:aa:cd,P066,2019-11-04T17:33:15Z,2019-11-04T17:42:55Z,398515.307329871,332868.930938778,580,5-10min,455,"sensor_108_front_outside,sensor_202_back_further,sensor_bridge_main_engineer,sensor_btw_201_102,sensor_lake,sensor_bus_station,sensor_206_front,sensor_202_back,sensor_104_back,sensor_btw_TMB_library",30.8192850501664,sensor_lake,Potentially matchable
478,d0:7f:a0:fd:aa:cd,P066,2019-11-05T11:53:11Z,2019-11-05T11:56:31Z,398336.361861925,333240.663560067,200,3-5min,19,"sensor_dorm_front,sensor_parking_dorm",6.22355118182986,sensor_dorm_front,Potentially matchable
479,d0:7f:a0:fd:aa:cd,P066,2019-11-05T15:34:42Z,2019-11-05T15:40:22Z,398703.114029048,332937.185899048,340,5-10min,104,"sensor_bus_station,sensor_104_back,sensor_football_field_back",9.70945910314986,sensor_bus_station,Potentially matchable
480,d0:7f:a0:fd:aa:cd,P066,2019-11-14T15:49:15Z,2019-11-14T15:58:50Z,398505.878180467,332808.903579122,575,5-10min,145,"sensor_btw_201_102,sensor_lake,sensor_bridge_main_engineer,sensor_202_back,sensor_108_front_outside,sensor_202_front,sensor_btw_TMB_library,sensor_104_back,sensor_202_back_further,sensor_bus_station",41.4301157317647,sensor_lake,Potentially matchable
481,d4:11:a3:f6:b9:db,P057,2019-11-12T16:04:38Z,2019-11-12T16:10:03Z,398666.332014266,332999.468397261,325,5-10min,0,"",71.3824239588081,sensor_football_field_front,No WiFi detection
482,d4:11:a3:f6:b9:db,P057,2019-11-14T16:01:27Z,2019-11-14T16:08:47Z,398710.12747727,332926.641970045,440,5-10min,89,"sensor_bus_station,sensor_btw_201_102,sensor_104_back",16.2032578481422,sensor_bus_station,Potentially matchable
483,f4:60:e2:d6:8d:2c,P094,2019-10-23T12:27:44Z,2019-10-23T12:32:24Z,398443.556512329,333129.565880912,280,3-5min,43,"sensor_football_field_front,sensor_gym_front,sensor_TMB_back,sensor_cafeteria_dorm_side",34.7398815561342,sensor_gym_in,Potentially matchable
484,f4:60:e2:d6:8d:2c,P094,2019-10-24T15:17:18Z,2019-10-24T15:21:03Z,398697.597358757,332953.829364843,225,3-5min,37,sensor_bus_station,21.9295035871516,sensor_bus_station,Potentially matchable
485,f4:60:e2:d6:8d:2c,P094,2019-10-24T15:22:43Z,2019-10-24T15:25:58Z,398698.669732652,332948.324442994,195,3-5min,22,sensor_bus_station,16.6935018466355,sensor_bus_station,Potentially matchable
486,f4:60:e2:d6:8d:2c,P094,2019-10-25T07:08:11Z,2019-10-25T07:11:56Z,398686.867867426,332962.468178416,225,3-5min,32,"sensor_bus_station,sensor_btw_201_102,sensor_football_field_back",31.4302557186437,sensor_bus_station,Potentially matchable
487,f4:60:e2:d6:8d:2c,P094,2019-10-28T10:09:26Z,2019-10-28T10:13:01Z,398448.545386703,333125.138574308,215,3-5min,489,"sensor_cafeteria_dorm_side,sensor_gym_front,sensor_football_field_front,sensor_TMB_back,sensor_Whitehouse,sensor_dorm_front,sensor_203_front",31.0888573944852,sensor_gym_in,Potentially matchable
488,f4:60:e2:d6:8d:2c,P094,2019-10-31T18:49:10Z,2019-10-31T18:52:10Z,398361.893512668,333011.927423805,180,<3min,0,"",38.298800167373,sensor_btw_TMB_library,No WiFi detection
489,f4:60:e2:d6:8d:2c,P094,2019-10-31T21:12:05Z,2019-10-31T21:15:45Z,398364.472384146,333008.358993711,220,3-5min,24,"sensor_btw_TMB_library,sensor_203_front",42.7007662329934,sensor_btw_TMB_library,Potentially matchable
490,f4:60:e2:d6:8d:2c,P094,2019-11-04T13:48:05Z,2019-11-04T13:51:40Z,398362.690589378,333020.737577352,215,3-5min,206,"sensor_btw_TMB_library,sensor_203_front,sensor_202_front",32.2934198247116,sensor_btw_TMB_library,Potentially matchable
491,f4:60:e2:d6:8d:2c,P094,2019-11-05T13:25:57Z,2019-11-05T13:30:27Z,398446.762610556,333135.85030137,270,3-5min,0,"",30.9532609725112,sensor_gym_in,No WiFi detection
492,f4:60:e2:d6:8d:2c,P094,2019-11-05T15:35:39Z,2019-11-05T15:39:24Z,398357.81798971,333008.672772502,225,3-5min,0,"",38.7970599528085,sensor_btw_TMB_library,No WiFi detection
493,f4:60:e2:d6:8d:2c,P094,2019-11-06T10:05:10Z,2019-11-06T10:09:35Z,398441.073302259,333130.470306336,265,3-5min,36,"sensor_cafeteria_dorm_side,sensor_gym_front,sensor_TMB_back,sensor_football_field_front",37.0412365935008,sensor_gym_in,Potentially matchable
494,f4:60:e2:d6:8d:2c,P094,2019-11-06T11:35:39Z,2019-11-06T11:40:49Z,398527.752981724,332899.198934614,310,5-10min,4,sensor_bridge_main_engineer,48.4906333044297,sensor_btw_201_102,Potentially matchable
495,f4:60:e2:d6:8d:2c,P094,2019-11-06T17:19:36Z,2019-11-06T17:24:01Z,398335.054714037,332659.946516896,265,3-5min,1,sensor_108_back,41.1786397659935,sensor_btw_110_112,Insufficient WiFi (<3 packets)
496,f4:60:e2:d6:8d:2c,P094,2019-11-07T15:50:10Z,2019-11-07T15:54:20Z,398545.661611747,332895.280012128,250,3-5min,4,"sensor_bridge_main_engineer,sensor_btw_201_102",31.1645382926666,sensor_btw_201_102,Potentially matchable
497,f4:60:e2:d6:8d:2c,P094,2019-11-08T15:44:28Z,2019-11-08T15:48:23Z,398342.017922367,332658.282425338,235,3-5min,15,"sensor_108_back,sensor_206_front",41.0436502919721,sensor_btw_110_112,Potentially matchable
498,f4:60:e2:d6:8d:2c,P094,2019-11-08T18:07:11Z,2019-11-08T18:15:21Z,398704.012780419,332934.278293905,490,5-10min,7,sensor_bus_station,9.41423715217805,sensor_bus_station,Potentially matchable
499,f4:60:e2:d6:8d:2c,P094,2019-11-13T11:42:41Z,2019-11-13T11:46:46Z,398361.239075734,333011.516339135,245,3-5min,7,sensor_btw_TMB_library,38.2409806542647,sensor_btw_TMB_library,Potentially matchable
500,f4:60:e2:d6:8d:2c,P094,2019-11-13T22:03:27Z,2019-11-13T22:06:57Z,398359.3066215,333018.385374228,210,3-5min,0,"",31.6369314784049,sensor_btw_TMB_library,No WiFi detection
501,f8:95:ea:37:b1:c2,P091,2019-10-24T15:11:37Z,2019-10-24T15:25:22Z,398705.848599477,332936.35005092,825,10-30min,297,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102",11.7914169471104,sensor_bus_station,Potentially matchable
502,f8:95:ea:37:b1:c2,P091,2019-10-27T18:05:43Z,2019-10-27T18:25:18Z,398692.901106666,332941.04434345,1175,10-30min,135,"sensor_bus_station,sensor_btw_201_102,sensor_football_field_back",9.18460358079369,sensor_bus_station,Potentially matchable
503,f8:95:ea:37:b1:c2,P091,2019-11-03T13:35:55Z,2019-11-03T13:40:55Z,398722.820151034,332924.706188692,300,3-5min,18,"sensor_bus_station,sensor_football_field_back",28.9130413392485,sensor_bus_station,Potentially matchable
504,f8:e9:4e:9d:96:3e,P062,2019-10-25T17:05:11Z,2019-10-25T17:09:51Z,398710.467566476,332929.275474856,280,3-5min,0,"",15.8551071305014,sensor_bus_station,No WiFi detection
505,f8:e9:4e:9d:96:3e,P062,2019-10-29T15:55:28Z,2019-10-29T16:05:03Z,398710.981077352,332939.219543413,575,5-10min,445,"sensor_bus_station,sensor_btw_201_102,sensor_football_field_back,sensor_104_back",17.6339998719317,sensor_bus_station,Potentially matchable
506,f8:e9:4e:9d:96:3e,P062,2019-10-31T15:55:20Z,2019-10-31T16:05:20Z,398709.307679368,332925.737557773,600,5-10min,82,"sensor_bus_station,sensor_104_back,sensor_btw_201_102",15.7741948452074,sensor_bus_station,Potentially matchable
507,f8:e9:4e:9d:96:3e,P062,2019-11-01T09:52:00Z,2019-11-01T10:06:25Z,398434.078527299,333171.788701426,865,10-30min,708,"sensor_cafeteria_dorm_side,sensor_gym_front,sensor_TMB_back,sensor_football_field_front,sensor_dorm_front",6.15673961178982,sensor_gym_front,Potentially matchable
508,f8:e9:4e:9d:96:3e,P062,2019-11-05T17:15:49Z,2019-11-05T17:23:59Z,398482.641520426,332807.69398979,490,5-10min,144,"sensor_lake,sensor_bridge_main_engineer,sensor_206_front,sensor_108_front_outside,sensor_btw_201_102,sensor_202_back",41.6401663421037,sensor_lake,Potentially matchable
509,f8:e9:4e:9d:96:3e,P062,2019-11-07T17:35:15Z,2019-11-07T17:40:55Z,398720.420279689,332918.320989886,340,5-10min,52,"sensor_bus_station,sensor_btw_201_102",29.0232983999769,sensor_bus_station,Potentially matchable
510,f8:e9:4e:9d:96:3e,P062,2019-11-08T09:52:23Z,2019-11-08T10:09:23Z,398447.2253378,333171.042023046,1020,10-30min,75,"sensor_cafeteria_dorm_side,sensor_gym_front,sensor_TMB_back,sensor_dorm_front",7.38464784313272,sensor_gym_front,Potentially matchable
511,f8:e9:4e:9d:96:3e,P062,2019-11-10T09:38:04Z,2019-11-10T09:44:04Z,398698.60809099,332955.720117546,360,5-10min,395,"sensor_bus_station,sensor_football_field_back,sensor_btw_201_102,sensor_104_back",23.9438860174717,sensor_bus_station,Potentially matchable
